id,formula,formula_latex,family,subfamily,tc_max,tc_max_conditions,tc_ambient,discovery_year,total_papers,status,pairing_symmetry,structure_phase,ambient_sc,is_topological,is_unconventional,is_2d_or_interface,has_competing_order
mat:blg,BLG,,,,6.953000068664551,arXiv:2110.12998,6.953000068664551,2021,1,active_research,s-wave,,true,,,true,false
mat:re10.5lu,Re10.5Lu,,,,6.949999809265137,"thin_film, resistivity, arXiv:2307.16313",6.949999809265137,2023,1,active_research,,,true,,,,false
mat:bapt3auge12,BaPt3AuGe12,,,,6.949999809265137,"polycrystal, susceptibility, arXiv:1211.4222",,2012,1,active_research,s-wave,,,,,,false
mat:smeureh6,SmEuReH6,,hydride,,6.900000095367432,"ambient, arXiv:2508.19781",6.900000095367432,2025,1,active_research,,,true,,,,false
mat:α-moge,α-MoGe,,conventional,,6.900000095367432,"thin_film, resistivity, arXiv:0803.1185",6.900000095367432,1997,2,active_research,,,true,,false,true,false
mat:nbresi,NbReSi,,,,6.900000095367432,"polycrystal, resistivity, arXiv:2111.06010, confirmed by 3 papers",6.900000095367432,2021,4,active_research,s-wave,,true,true,true,,false
mat:licemnh6,LiCeMnH6,,hydride,,6.900000095367432,"ambient, arXiv:2508.19781",6.900000095367432,2025,1,active_research,,,true,,,,false
mat:la0.9y0.1o,La0.9Y0.1O,,,,6.900000095367432,"ambient, polycrystal, arXiv:2602.16783",6.900000095367432,2026,1,active_research,,,true,,true,,false
mat:la1-xyxo,La1-xYxO,,,,6.900000095367432,"ambient, polycrystal, arXiv:2602.16783",6.900000095367432,2026,1,active_research,,,true,,true,,false
mat:β''-(bedt-ttf)4[(h3o)ga(c2o4)3]phno2,β''-(BEDT-TTF)4[(H3O)Ga(C2O4)3]PhNO2,,organic,,6.900000095367432,"single_crystal, resistivity, arXiv:2010.03788",6.900000095367432,2020,1,active_research,,,true,,true,true,true
mat:euhotch6,EuHoTcH6,,hydride,,6.900000095367432,"ambient, arXiv:2508.19781",6.900000095367432,2025,1,active_research,,,true,,,,false
mat:fese0.68te0.32,FeSe0.68Te0.32,,iron_based,,6.900000095367432,"single_crystal, susceptibility, arXiv:2312.10901",,2023,1,active_research,,,,,true,,false
mat:(tanb)0.57(zrhfti)0.43,(TaNb)0.57(ZrHfTi)0.43,,,,6.900000095367432,"thin_film, resistivity, arXiv:2002.08714",6.900000095367432,2020,1,active_research,s-wave,,true,,false,,false
mat:pb/ag,Pb/Ag,,,,6.800000190734863,"ambient, thin_film, STM, arXiv:cond-mat/0011027, confirmed by 2 papers",6.800000190734863,2000,3,active_research,s-wave,,true,,true,true,false
mat:ba(ni0.026fe0.974)2as2,Ba(Ni0.026Fe0.974)2As2,,iron_based,,6.800000190734863,"single_crystal, susceptibility, arXiv:1206.2217",6.800000190734863,2012,1,active_research,,,true,,true,,false
mat:tl2mo6se6,Tl2Mo6Se6,,chalcogenide,,6.800000190734863,"single_crystal, resistivity, arXiv:1106.2405, confirmed by 3 papers",6.800000190734863,2011,3,active_research,,,true,true,true,false,false
mat:nb2pd0.76s5,Nb2Pd0.76S5,,chalcogenide,,6.800000190734863,"polycrystal, resistivity, arXiv:1602.07411",6.800000190734863,2016,1,active_research,,,true,,true,,false
mat:γ-ga,γ-Ga,,elemental,,6.800000190734863,"thin_film, STM, arXiv:1501.05067",6.800000190734863,2015,1,active_research,s-wave,,true,,false,true,false
mat:inpballoy,InPballoy,,,,6.800000190734863,"resistivity, arXiv:1902.03181",6.800000190734863,2019,1,active_research,,,true,,,,false
mat:mgc1.60ni3,MgC1.60Ni3,,,,6.800000190734863,"specific_heat, arXiv:cond-mat/0507716",6.800000190734863,2005,1,active_research,,,true,,,,false
mat:mnbi8te13,MnBi8Te13,,chalcogenide,,6.800000190734863,"P=16.6 GPa, resistivity, arXiv:2512.15667",,2025,1,active_research,,,false,true,,,false
mat:fe1.15te0.72s0.28,Fe1.15Te0.72S0.28,,iron_based,,6.800000190734863,"polycrystal, resistivity, arXiv:1507.07853",6.800000190734863,2015,1,active_research,,,true,,true,,false
mat:ba0.82na0.18fe2as2,Ba0.82Na0.18Fe2As2,,iron_based,,6.800000190734863,"single_crystal, arXiv:1809.06929",6.800000190734863,2018,1,active_research,,122,true,,true,,true
mat:fese0.67te0.33,FeSe0.67Te0.33,,iron_based,,6.800000190734863,"single_crystal, susceptibility, arXiv:2312.10901",,2021,2,active_research,,,,,true,,true
mat:re6zr,Re6Zr,,,,6.760000228881836,"polycrystal, resistivity, arXiv:1709.01328, confirmed by 2 papers",6.760000228881836,2014,6,active_research,s-wave,,true,,,,false
mat:re11.5lu,Re11.5Lu,,,,6.75,"thin_film, resistivity, arXiv:2307.16313",6.75,2023,1,active_research,,,true,,,,false
mat:al5nb44ti35v5zr11,Al5Nb44Ti35V5Zr11,,,,6.75,"polycrystal, susceptibility, arXiv:2107.09187",6.75,2021,1,active_research,,,true,,,,false
mat:li2pd2.9cu0.1b,Li2Pd2.9Cu0.1B,,,,6.75,"polycrystal, resistivity, arXiv:1703.02669",6.75,2017,1,active_research,,,true,,true,,false
mat:cunbsctiv,CuNbScTiV,,,,6.75,"ambient, polycrystal, specific_heat, arXiv:2602.19376",6.75,2026,1,active_research,,,true,,,,false
mat:a-moge,a-MoGe,,conventional,,6.739999771118164,"ambient, thin_film, susceptibility, arXiv:1109.2532, confirmed by 2 papers",6.739999771118164,1997,9,active_research,,,true,,false,true,false
mat:tl0.2pb0.8,Tl0.2Pb0.8,,,,6.710000038146973,arXiv:1905.01367,6.710000038146973,2019,1,active_research,,,true,,,,false
mat:lao0.5f0.5bise2,LaO0.5F0.5BiSe2,,,,6.699999809265137,"P=2.44 GPa, single_crystal, arXiv:1408.0108, confirmed by 4 papers",3.5,2013,5,active_research,,,true,,false,,false
mat:fese1-xtex,FeSe1-xTex,,iron_based,,6.699999809265137,"thin_film, resistivity, arXiv:0908.1316",6.699999809265137,2008,9,active_research,,,true,true,true,true,false
mat:fete0.95se0.05,FeTe0.95Se0.05,,iron_based,,6.699999809265137,"single_crystal, resistivity, arXiv:1012.5188",6.699999809265137,2010,1,active_research,,,true,,true,,true
mat:thfeasn0.92o0.08,ThFeAsN0.92O0.08,,iron_based,,6.699999809265137,"ambient, polycrystal, susceptibility, arXiv:1805.12276",6.699999809265137,2018,1,active_research,,,true,,true,,false
mat:mo78ge22,Mo78Ge22,,conventional,,6.699999809265137,"thin_film, STM, arXiv:1704.06052, confirmed by 2 papers",6.699999809265137,2012,2,active_research,,,true,,false,true,false
mat:fese1tex,FeSe1-xTex,,iron_based,,6.699999809265137,"thin_film, resistivity, arXiv:0908.1316",6.699999809265137,2009,2,active_research,,,true,,true,true,false
mat:ta0.6hf0.4,Ta0.6Hf0.4,,,,6.699999809265137,"ambient, polycrystal, resistivity, arXiv:2305.19253",6.699999809265137,2023,1,active_research,,,true,,,,false
mat:lafeaso0.86f0.14,LaFeAsO0.86F0.14,,iron_based,,6.699999809265137,"polycrystal, susceptibility, arXiv:1005.2013",6.699999809265137,2009,2,active_research,,,true,,true,,false
mat:lafep(o0.95f0.05),LaFeP(O0.95F0.05),,iron_based,,6.699999809265137,"ambient, polycrystal, susceptibility, arXiv:1402.5220",6.699999809265137,2014,1,active_research,,1111,true,,true,,true
mat:sr2ca12cu24o41,Sr2Ca12Cu24O41,,cuprate,,6.699999809265137,"P=3.6 GPa, single_crystal, susceptibility, arXiv:cond-mat/0110559, confirmed by 3 papers",,2001,4,active_research,,,false,,true,,false
mat:(tanb)1(zrhfti)x,(TaNb)1-x(ZrHfTi)x,,,,6.699999809265137,"thin_film, susceptibility, arXiv:2111.11013",6.699999809265137,2021,1,active_research,,,true,,false,true,false
mat:ga-enrichedlayersinsi,Ga-enrichedlayersinSi,,,,6.699999809265137,"thin_film, resistivity, arXiv:1206.2515",6.699999809265137,2012,1,active_research,s-wave,,true,,false,,false
mat:nb/cu,Nb/Cu,,,,6.670000076293945,"thin_film, resistivity, arXiv:cond-mat/0102132",6.670000076293945,2001,1,active_research,,,true,,,true,false
mat:re2zr,Re2Zr,,,,6.650000095367432,"polycrystal, resistivity, arXiv:2409.10941",6.650000095367432,2024,1,active_research,,,true,,true,,false
mat:hfnbtatizr,HfNbTaTiZr,,,,6.630000114440918,"thin_film, susceptibility, arXiv:2509.22278",,2025,1,active_research,,,,,,,false
mat:nb2pds5,Nb2PdS5,,chalcogenide,,6.599999904632568,"resistivity, arXiv:1512.09316, confirmed by 2 papers",6.599999904632568,2013,8,active_research,s-wave,,true,,true,true,false
mat:ta0.8hf0.2,Ta0.8Hf0.2,,,,6.599999904632568,"ambient, polycrystal, resistivity, arXiv:2305.19253, confirmed by 2 papers",6.599999904632568,2023,2,active_research,,,true,,,,false
mat:[tanb]0.67(hfsc0.67mo0.33ti)0.33,[TaNb]0.67(HfSc0.67Mo0.33Ti)0.33,,,,6.599999904632568,"polycrystal, magnetization, arXiv:1708.02452",6.599999904632568,2017,1,active_research,,,true,,,,false
mat:rusc3c4,RuSc3C4,,,,6.599999904632568,arXiv:2409.18441,,2024,1,active_research,,,,,,,false
mat:hfgete4,HfGeTe4,,chalcogenide,,6.599999904632568,"P=60 GPa, single_crystal, resistivity, arXiv:2006.16873",,2020,1,active_research,,,false,,,,false
mat:ag-mgcni3,Ag-MgCNi3,,conventional,,6.599999904632568,"ambient, arXiv:cond-mat/0204543",6.599999904632568,2002,1,active_research,,,true,,false,,false
mat:nb2pd0.81s5,Nb2Pd0.81S5,,chalcogenide,,6.599999904632568,arXiv:1303.3193,6.599999904632568,2013,1,active_research,,,true,,true,,false
mat:capt3p,CaPt3P,,,,6.599999904632568,arXiv:1912.02016,6.599999904632568,2012,2,active_research,,,true,,,,false
mat:bi2te2.1se0.9,Bi2Te2.1Se0.9,,chalcogenide,,6.599999904632568,"P=2.4 GPa, arXiv:1811.12847",,2018,1,active_research,,,false,true,,,true
mat:re27zr5,Re27Zr5,,,,6.53000020980835,"polycrystal, susceptibility, arXiv:1612.02520",,2016,1,active_research,s-wave,,,,false,,false
mat:dyni2b2c,DyNi2B2C,,borocarbide,,6.510000228881836,"single_crystal, resistivity, arXiv:1702.05785, confirmed by 4 papers",6.5,1999,5,active_research,s-wave,,true,,false,,true
mat:nb0.5mo0.5b2,Nb0.5Mo0.5B2,,,,6.510000228881836,"ambient, polycrystal, resistivity, arXiv:2212.14869",6.510000228881836,2022,1,active_research,,,true,,,,false
mat:sl-mos2/nbse2heterostructure,SL-MoS2/NbSe2heterostructure,,chalcogenide,,6.5,"thin_film, resistivity, arXiv:2301.03473",6.5,2023,1,active_research,,,true,,true,true,false
mat:lani2b2c,LaNi2B2C,,borocarbide,,6.5,"arXiv:1404.0797, confirmed by 2 papers",6.5,2014,2,active_research,,,true,,false,,false
mat:gan,GaN,,,,6.5,"P=6 GPa, polycrystal, susceptibility, arXiv:cond-mat/0612389",,2006,1,active_research,,,false,,,,false
mat:wte2,WTe2,,chalcogenide,,6.5,"P=15 GPa, resistivity, arXiv:1502.00493, confirmed by 2 papers",2.299999952316284,2015,5,active_research,,,true,true,,true,false
mat:ybc6,YbC6,,conventional,,6.5,"ambient, arXiv:cond-mat/0504127, confirmed by 2 papers",6.5,2005,2,active_research,,,true,,false,true,false
mat:lafe0.96ni0.04aso,LaFe0.96Ni0.04AsO,,iron_based,,6.5,"polycrystal, resistivity, arXiv:0807.4328",6.5,2008,1,active_research,,,true,,true,,false
mat:late1.6sb0.4,LaTe1.6Sb0.4,,,,6.5,"P=2.5 GPa, single_crystal, resistivity, arXiv:2209.07188",,2022,1,active_research,,,false,,,,true
mat:fese0.75te0.25,FeSe0.75Te0.25,,iron_based,,6.5,"single_crystal, resistivity, arXiv:1909.00711",6.5,2009,2,active_research,,,true,,true,,false
mat:li2(pd0.8pt0.2)3b,Li2(Pd0.8Pt0.2)3B,,,,6.5,"polycrystal, susceptibility, arXiv:1211.5020, confirmed by 2 papers",6.5,2010,4,active_research,s-wave,,true,,,,false
mat:mo70ge30,Mo70Ge30,,conventional,,6.5,"thin_film, resistivity, arXiv:1003.4446, confirmed by 2 papers",6.5,2010,3,active_research,,,true,,false,true,false
mat:zrgete4,ZrGeTe4,,chalcogenide,,6.5,"P=57 GPa, single_crystal, resistivity, arXiv:2006.16873",,2020,1,active_research,,,false,,,,false
mat:nbse2/au/nbjunction,NbSe2/Au/Nbjunction,,chalcogenide,,6.5,"ambient, thin_film, resistivity, arXiv:2601.17276",6.5,2026,1,active_research,,,true,,,true,false
mat:ga,Ga,,elemental,,6.5,"thin_film, resistivity, arXiv:2012.04748, confirmed by 3 papers",5.400000095367432,2001,7,active_research,,,true,,false,true,false
mat:eudytch6,EuDyTcH6,,hydride,,6.5,"ambient, arXiv:2508.19781",6.5,2025,1,active_research,,,true,,,,false
mat:al13re4,Al13Re4,,conventional,,6.5,arXiv:2511.09224,6.5,2025,1,active_research,s-wave,,true,,false,,false
mat:mo6se7.5,Mo6Se7.5,,chalcogenide,,6.5,"ambient, polycrystal, arXiv:cond-mat/0011231",6.5,2000,1,active_research,,,true,,,,false
mat:(ca0.5sr0.5)3rh4sn13,(Ca0.5Sr0.5)3Rh4Sn13,,conventional,,6.5,"ambient, single_crystal, specific_heat, arXiv:1509.03126",6.5,2015,1,active_research,s-wave,,true,,false,,true
mat:tas2,TaS2,,chalcogenide,,6.5,"arXiv:1512.06553, confirmed by 2 papers",3.5999999046325684,2008,15,active_research,,,true,true,true,true,true
mat:al5nb34ti35v5zr21,Al5Nb34Ti35V5Zr21,,,,6.480000019073486,"polycrystal, resistivity, arXiv:2107.09187",6.480000019073486,2021,1,active_research,,,true,,,,false
mat:hfnbti,HfNbTi,,conventional,,6.46999979019165,"polycrystal, specific_heat, arXiv:2602.19376",,2026,1,active_research,,,,,false,,false
mat:(tanb)0.5(zrhfti)0.5,(TaNb)0.5(ZrHfTi)0.5,,,,6.460000038146973,"ambient, polycrystal, resistivity, arXiv:1610.03746",6.460000038146973,2016,1,active_research,,,true,,,,false
mat:li2pd2.8cu0.2b,Li2Pd2.8Cu0.2B,,,,6.440000057220459,"polycrystal, resistivity, arXiv:1703.02669",6.440000057220459,2017,1,active_research,,,true,,true,,false
mat:mgc0.84511b0.155ni3,MgC0.84511B0.155Ni3,,,,6.440000057220459,"ambient, powder, arXiv:cond-mat/0412551",6.440000057220459,2004,1,active_research,,,true,,,,false
mat:cscr3sb5,CsCr3Sb5,,kagome,,6.400000095367432,"P=4.2 GPa, single_crystal, resistivity, arXiv:2309.13514",,2023,2,active_research,,,false,,true,true,true
mat:cu0.60ta2s2c,Cu0.60Ta2S2C,,chalcogenide,,6.400000095367432,"ambient, powder, susceptibility, arXiv:cond-mat/0402501",6.400000095367432,2004,1,active_research,,,true,,,true,false
mat:curh2s4,CuRh2S4,,,,6.400000095367432,"P=4 GPa, polycrystal, resistivity, arXiv:cond-mat/0211232",4.699999809265137,2002,1,active_research,,,true,,,,false
mat:ndo0.5f0.5bis2,NdO0.5F0.5BiS2,,bismuthate,,6.400000095367432,"P=2.5 GPa, polycrystal, resistivity, arXiv:1308.1072, confirmed by 2 papers",4.869999885559082,2012,9,active_research,,,true,,,true,false
mat:pd3p2(s0.75se0.25)8,Pd3P2(S0.75Se0.25)8,,chalcogenide,,6.400000095367432,"P=43 GPa, single_crystal, resistivity, arXiv:2203.15957",,2022,1,active_research,,,,,,true,false
mat:thirsi,ThIrSi,,,,6.400000095367432,"polycrystal, susceptibility, arXiv:2302.08075",6.400000095367432,2023,1,active_research,,,true,,false,,false
mat:v0.9ti0.1,V0.9Ti0.1,,,,6.400000095367432,"polycrystal, specific_heat, arXiv:1810.02083",,2018,1,active_research,,,,,,,false
mat:thcoasn,ThCoAsN,,,,6.400000095367432,arXiv:2005.04579,6.400000095367432,2020,1,active_research,,,true,,,,false
mat:bafe1.80ni0.20as2,BaFe1.80Ni0.20As2,,iron_based,,6.400000095367432,"single_crystal, resistivity, arXiv:1510.06660",6.400000095367432,2015,1,active_research,,,true,,true,,false
mat:ir0.91se2,Ir0.91Se2,,chalcogenide,,6.400000095367432,arXiv:1210.5353,6.400000095367432,2012,1,active_research,,,true,,,,false
mat:v3x,V3X,,,,6.400000095367432,"susceptibility, arXiv:2111.12391",6.400000095367432,2021,1,active_research,,,true,,,,false
mat:mo80si20,Mo80Si20,,conventional,,6.400000095367432,"thin_film, resistivity, arXiv:2509.25797",6.400000095367432,2025,1,active_research,,,true,,false,,false
mat:nite2,NiTe2,,,,6.400000095367432,"P=52.8 GPa, polycrystal, resistivity, arXiv:1911.07173, confirmed by 3 papers",5.699999809265137,2019,5,active_research,,,true,true,true,true,false
mat:al5nb34ti25v5zr31,Al5Nb34Ti25V5Zr31,,,,6.380000114440918,"polycrystal, resistivity, arXiv:2107.09187",6.380000114440918,2021,1,active_research,,,true,,,,false
mat:li5s,Li5S,,,,6.360000133514404,"P=500 GPa, arXiv:1605.07564",,2016,1,active_research,,,false,,,,false
mat:tite2,1T-TiTe2,,chalcogenide,,6.340000152587891,"P=17 GPa, arXiv:1701.01798",0.7300000190734863,2017,1,active_research,,,true,,,true,false
mat:la3al,La3Al,,,,6.320000171661377,"ambient, single_crystal, resistivity, arXiv:2509.22559",6.320000171661377,2025,1,active_research,,,true,,false,,false
mat:hf0.04mo0.96b2,Hf0.04Mo0.96B2,,,,6.309999942779541,"ambient, polycrystal, resistivity, arXiv:2310.03818",6.309999942779541,2023,1,active_research,,,true,,,,false
mat:re>99lu,Re>99Lu,,,,6.300000190734863,"thin_film, resistivity, arXiv:2307.16313",6.300000190734863,2023,1,active_research,,,true,,,,false
mat:tbeutch6,TbEuTcH6,,hydride,,6.300000190734863,"ambient, arXiv:2508.19781",6.300000190734863,2025,1,active_research,,,true,,,,false
mat:ta0.5hf0.5,Ta0.5Hf0.5,,,,6.300000190734863,"ambient, polycrystal, resistivity, arXiv:2305.19253",6.300000190734863,2023,1,active_research,,,true,,,,false
mat:la1.944sr0.056cuo4,La1.944Sr0.056CuO4,,cuprate,,6.300000190734863,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0101320",6.300000190734863,2001,1,active_research,,cuprate_214,true,,true,,true
mat:ceru2,CeRu2,,heavy_fermion,,6.300000190734863,"ambient, single_crystal, susceptibility, arXiv:cond-mat/9801247, confirmed by 3 papers",6.300000190734863,1997,21,active_research,s-wave,,true,,true,,true
mat:reb2,ReB2,,,,6.300000190734863,"ambient, resistivity, arXiv:cond-mat/0105293, confirmed by 2 papers",6.300000190734863,2001,2,active_research,,,true,,,true,false
mat:alpha-po,alpha-Po,,,,6.28000020980835,arXiv:1112.4224,5.039999961853027,2011,1,active_research,,,true,,,,false
mat:mo0.7ge0.3,Mo0.7Ge0.3,,conventional,,6.25,"ambient, thin_film, resistivity, arXiv:cond-mat/0312470",6.25,2003,1,active_research,,,true,,false,true,false
mat:nb/pd84ni16/nb,Nb/Pd84Ni16/Nb,,,,6.25,"thin_film, resistivity, arXiv:1112.5077",6.25,2011,2,active_research,,,true,,,true,false
mat:bapt3.25au0.75ge12,BaPt3.25Au0.75Ge12,,,,6.25,"polycrystal, susceptibility, arXiv:1211.4222",,2012,1,active_research,s-wave,,,,,,false
mat:tlbi2,TlBi2,,,,6.25,"polycrystal, resistivity, arXiv:2204.04863",,2022,1,active_research,,,,,false,,false
mat:w3re2c,W3Re2C,,,,6.230000019073486,"polycrystal, resistivity, arXiv:2509.15078",6.230000019073486,2025,1,active_research,,,true,true,,,false
mat:fe1-xcuxse,Fe1-xCuxSe,,iron_based,,6.199999809265137,"ambient, single_crystal, resistivity, arXiv:2212.06128",6.199999809265137,2022,1,active_research,,,true,,true,,false
mat:β-bi2pd,β-Bi2Pd,,,,6.199999809265137,"thin_film, STM, arXiv:1607.07551, confirmed by 3 papers",6.199999809265137,2015,4,active_research,p-wave,,true,true,true,true,false
mat:bi4o4s3,Bi4O4S3,,,,6.199999809265137,"polycrystal, resistivity, arXiv:1304.3354, confirmed by 2 papers",6.199999809265137,2012,12,active_research,s-wave,,true,,true,,false
mat:la0.2sm0.8o0.5f0.5bis2,La0.2Sm0.8O0.5F0.5BiS2,,bismuthate,,6.199999809265137,"P=1.8 GPa, polycrystal, resistivity, arXiv:1507.03172, confirmed by 2 papers",5.400000095367432,2014,2,active_research,,,true,,,,false
mat:lafepo0.87f0.10,LaFePO0.87F0.10,,iron_based,,6.199999809265137,"polycrystal, susceptibility, arXiv:0910.1711",6.199999809265137,2009,1,active_research,,,true,,true,,false
mat:sr1.5phenanthrene,Sr1.5phenanthrene,,organic,,6.199999809265137,"P=1 GPa, powder, susceptibility, arXiv:1110.5458",5.599999904632568,2011,1,active_research,,,true,,true,,false
mat:k2c6h6,K2C6H6,,,,6.199999809265137,"ambient, arXiv:1706.03965",,2017,1,active_research,,,,,,,false
mat:smo0.5f0.5bis2,SmO0.5F0.5BiS2,,bismuthate,,6.199999809265137,"polycrystal, arXiv:1410.0061, confirmed by 2 papers",6.199999809265137,2014,2,active_research,,,true,,,,false
mat:mos2/nbse2,MoS2/NbSe2,,chalcogenide,,6.139999866485596,"thin_film, resistivity, arXiv:2111.06681",6.139999866485596,2021,1,active_research,,,true,true,true,true,false
mat:srir2,SrIr2,,,,6.130000114440918,"polycrystal, susceptibility, arXiv:2108.03692",,2021,1,active_research,,,,,true,,false
mat:nb/py,Nb/Py,,,,6.110000133514404,"thin_film, resistivity, arXiv:0902.2572",6.110000133514404,2009,1,active_research,,,true,,,true,false
mat:ba3ir4ge16,Ba3Ir4Ge16,,,,6.099999904632568,"ambient, polycrystal, susceptibility, arXiv:2406.18093, confirmed by 2 papers",6.099999904632568,2022,2,active_research,,,true,,false,,false
mat:ba0.88k0.12ti2sb2o,Ba0.88K0.12Ti2Sb2O,,,,6.099999904632568,"resistivity, arXiv:1308.5660",,2013,1,active_research,,,,,,,false
mat:cecup2,CeCuP2,,heavy_fermion,,6.099999904632568,"P=48 GPa, arXiv:2104.02992",,2021,1,active_research,,,,,true,,false
mat:lu2fe3si5,Lu2Fe3Si5,,,,6.099999904632568,"single_crystal, specific_heat, arXiv:0801.0111, confirmed by 4 papers",6.099999904632568,2007,7,active_research,,,true,,,,false
mat:ag2bi,Ag2Bi,,,,6.099999904632568,"ambient, arXiv:1812.09308",6.099999904632568,2018,1,active_research,s-wave,,true,,false,,false
mat:geh,GeH,,,,6.099999904632568,arXiv:2105.04092,,2021,1,active_research,,,false,,,true,false
mat:zrre2,ZrRe2,,,,6.099999904632568,"resistivity, arXiv:2407.10268",6.099999904632568,2024,1,active_research,,,true,,,,false
mat:re7zr3,Re7Zr3,,,,6.099999904632568,"ambient, polycrystal, susceptibility, arXiv:2402.07580",6.099999904632568,2024,1,active_research,,,true,,,,false
mat:nbse2/crsite3,NbSe2/CrSiTe3,,chalcogenide,,6.099999904632568,"ambient, thin_film, resistivity, arXiv:2511.00909",6.099999904632568,2025,1,active_research,,,true,,true,true,false
mat:re7.4lu,Re7.4Lu,,,,6.099999904632568,"thin_film, resistivity, arXiv:2307.16313",6.099999904632568,2023,1,active_research,,,true,,,,false
mat:ba1.5phenanthrene,Ba1.5phenanthrene,,organic,,6.099999904632568,"P=1 GPa, powder, susceptibility, arXiv:1110.5458",5.400000095367432,2011,1,active_research,,,true,,true,,false
mat:(v0.5nb0.5)2.0mo1.0al0.5ga0.5,(V0.5Nb0.5)2.0Mo1.0Al0.5Ga0.5,,,,6.099999904632568,"ambient, polycrystal, resistivity, arXiv:2001.05193",6.099999904632568,2020,1,active_research,,,true,,,,false
mat:la1.88sr0.12cu0.99zn0.01o4,La1.88Sr0.12Cu0.99Zn0.01O4,,cuprate,,6.099999904632568,"single_crystal, susceptibility, arXiv:0903.5391",6.099999904632568,2009,1,active_research,,cuprate_214,true,,true,,true
